sample	ampliconID	Freq	width	FreqNorm	comparison	stage	index	group
CURTIS_H000414_T01_01_WG01	amplicon2	0	3069157	0	noncyclic	a	a noncyclic	IC10
CURTIS_H000415_T01_01_WG01	amplicon1	12	22538926	0.53241223650142	ecdna	a	a ecdna	ER+ High
CURTIS_H000416_T01_01_WG01	amplicon2	0	3143072	0	noncyclic	a	a noncyclic	ER+ High
CURTIS_H000419_T01_01_WG01	amplicon1	2	12319872	0.162339348980249	ecdna	a	a ecdna	ER+ High
CURTIS_H000426_T01_01_WG01	amplicon1	0	18608716	0	ecdna	a	a ecdna	NA
CURTIS_H000427_T01_01_WG01	amplicon1	0	8876599	0	ecdna	a	a ecdna	ER+ Typical
CURTIS_H000429_T01_01_WG01	amplicon1	2	7177232	0.278658959331397	ecdna	a	a ecdna	ER+ High
CURTIS_H000429_T01_01_WG01	amplicon2	1	6303068	0.15865289728748	noncyclic	a	a noncyclic	ER+ High
CURTIS_H000432_T01_01_WG01	amplicon1	12	28248672	0.424798730361555	ecdna	a	a ecdna	ER+ High
CURTIS_H000435_T01_01_WG01	amplicon1	0	3459165	0	ecdna	a	a ecdna	ER+ High
CURTIS_H000438_T01_01_WG01	amplicon1	12	4660723	2.57470782966505	noncyclic	a	a noncyclic	ER+ High
CURTIS_H000443_T01_01_WG01	amplicon2	1	6116914	0.163481127902076	noncyclic	a	a noncyclic	ER+ Typical
CURTIS_H000443_T01_01_WG01	amplicon1	12	3321042	3.61332377006975	noncyclic	a	a noncyclic	ER+ Typical
CURTIS_H000445_T01_01_WG01	amplicon1	12	24078817	0.498363353980389	ecdna	a	a ecdna	ER+ Typical
CURTIS_H000452_T01_01_WG01	amplicon1	0	5814152	0	noncyclic	a	a noncyclic	ER+ Typical
CURTIS_H000454_T01_01_WG01	amplicon1	1	15794964	0.0633113187215875	ecdna	a	a ecdna	ER+ Typical
CURTIS_H000460_T01_01_WG01	amplicon1	0	1529245	0	noncyclic	a	a noncyclic	ER+ Typical
CURTIS_H000463_T01_01_WG01	amplicon1	8	30124590	0.265563780287134	ecdna	a	a ecdna	ER+ Typical
CURTIS_H000468_T01_01_WG01	amplicon2	0	2047506	0	noncyclic	a	a noncyclic	ER+ Typical
CURTIS_H000468_T01_01_WG01	amplicon1	0	6050379	0	ecdna	a	a ecdna	ER+ Typical
CURTIS_H000470_T01_01_WG01	amplicon2	0	9803668	0	noncyclic	a	a noncyclic	ER+ Typical
CURTIS_H000470_T01_01_WG01	amplicon1	0	5272095	0	ecdna	a	a ecdna	ER+ Typical
CURTIS_H000472_T01_01_WG01	amplicon1	0	1727787	0	noncyclic	a	a noncyclic	ER+ High
CURTIS_H000472_T01_01_WG01	amplicon2	2	13502354	0.148122320004349	ecdna	a	a ecdna	ER+ High
CURTIS_H000474_T01_01_WG01	amplicon2	2	4351486	0.459613106878892	noncyclic	a	a noncyclic	ER+ Typical
CURTIS_H000474_T01_01_WG01	amplicon3	0	1463581	0	noncyclic	a	a noncyclic	ER+ Typical
CURTIS_H000477_T01_01_WG01	amplicon2	12	20089748	0.597319588080448	ecdna	a	a ecdna	ER+ High
CURTIS_H000485_T01_01_WG01	amplicon3	12	10729084	1.11845521947633	ecdna	a	a ecdna	ER+ High
CURTIS_H000485_T01_01_WG01	amplicon2	0	5811597	0	noncyclic	a	a noncyclic	ER+ High
CURTIS_H000487_T01_01_WG01	amplicon1	4	4575808	0.874162552274921	noncyclic	a	a noncyclic	HER2+
CURTIS_H000489_T01_01_WG01	amplicon1	2	3397848	0.588607848261606	noncyclic	a	a noncyclic	ER+ High
CURTIS_H000489_T01_01_WG01	amplicon3	0	2401523	0	noncyclic	a	a noncyclic	ER+ High
CURTIS_H000497_T01_01_WG01	amplicon1	0	4509200	0	ecdna	a	a ecdna	ER+ High
CURTIS_H000498_T01_01_WG01	amplicon1	3	30138579	0.0995401939819392	noncyclic	a	a noncyclic	IC10
CURTIS_H000500_T01_01_WG01	amplicon1	16	7943675	2.01418109376328	ecdna	a	a ecdna	ER+ High
CURTIS_H000501_T01_01_WG01	amplicon1	0	34975034	0	ecdna	a	a ecdna	IC10
CURTIS_H000502_T01_01_WG01	amplicon1	4	22286852	0.179478016904317	ecdna	a	a ecdna	HER2+
CURTIS_H000505_T01_01_WG01	amplicon3	0	950548	0	noncyclic	a	a noncyclic	ER+ High
CURTIS_H000505_T01_01_WG01	amplicon2	12	11155901	1.07566390200128	ecdna	a	a ecdna	ER+ High
CURTIS_H000506_T01_01_WG01	amplicon2	1	2155462	0.463937661624283	noncyclic	a	a noncyclic	IC10
CURTIS_H000511_T01_01_WG01	amplicon1	6	23253823	0.258022089529107	ecdna	a	a ecdna	ER+ High
CURTIS_H000513_T01_01_WG01	amplicon1	3	9658924	0.310593602351566	ecdna	a	a ecdna	ER+ High
CURTIS_H000516_T01_01_WG01	amplicon1	1	4453811	0.224526815349821	ecdna	a	a ecdna	IC10
CURTIS_H000516_T01_01_WG01	amplicon3	0	9263844	0	noncyclic	a	a noncyclic	IC10
CURTIS_H000516_T01_01_WG01	amplicon2	2	23716180	0.0843306131088565	noncyclic	a	a noncyclic	IC10
CURTIS_H000517_T01_01_WG01	amplicon5	0	16258690	0	noncyclic	a	a noncyclic	IC10
CURTIS_H000517_T01_01_WG01	amplicon6	0	8580354	0	noncyclic	a	a noncyclic	IC10
CURTIS_H000518_T01_01_WG01	amplicon1	12	7699040	1.55863588187618	ecdna	a	a ecdna	ER+ High
CURTIS_H000520_T01_01_WG01	amplicon1	0	4868885	0	ecdna	a	a ecdna	HER2+
CURTIS_H000523_T01_01_WG01	amplicon2	0	751027	0	noncyclic	a	a noncyclic	HER2+
CURTIS_H000523_T01_01_WG01	amplicon5	0	6016175	0	noncyclic	a	a noncyclic	HER2+
CURTIS_H000524_T01_01_WG01	amplicon1	0	4766032	0	noncyclic	a	a noncyclic	HER2+
CURTIS_H000524_T01_01_WG01	amplicon3	0	22773204	0	ecdna	a	a ecdna	HER2+
CURTIS_H000525_T01_01_WG01	amplicon1	0	6317819	0	noncyclic	b	b noncyclic	ER+ Typical
CURTIS_H000526_T01_01_WG01	amplicon1	0	9996578	0	ecdna	a	a ecdna	ER+ Typical
CURTIS_H000527_T01_01_WG01	amplicon1	2	13111269	0.152540535931343	noncyclic	a	a noncyclic	ER+ High
CURTIS_H000529_T01_01_WG01	amplicon1	12	17701987	0.677890001839906	ecdna	a	a ecdna	ER+ High
CURTIS_H000530_T01_01_WG01	amplicon2	0	6346278	0	ecdna	a	a ecdna	HER2+
CURTIS_H000530_T01_01_WG01	amplicon1	0	2690838	0	noncyclic	a	a noncyclic	HER2+
CURTIS_H000532_T01_01_WG01	amplicon1	0	1171238	0	noncyclic	a	a noncyclic	ER+ Typical
CURTIS_H000532_T01_01_WG01	amplicon2	1	60213759	0.0166074999569451	ecdna	a	a ecdna	ER+ Typical
CURTIS_H000533_T01_01_WG01	amplicon1	0	684062	0	ecdna	a	a ecdna	IC10
CURTIS_H000534_T01_01_WG01	amplicon1	0	541444	0	noncyclic	a	a noncyclic	ER+ High
CURTIS_H000535_T01_01_WG01	amplicon2	2	12448273	0.160664856884164	ecdna	a	a ecdna	ER+ High
CURTIS_H000536_T01_01_WG01	amplicon2	0	1551826	0	noncyclic	a	a noncyclic	IC4ER-
CURTIS_H000536_T01_01_WG01	amplicon4	5	50267617	0.0994676155028395	noncyclic	a	a noncyclic	IC4ER-
CURTIS_H000536_T01_01_WG01	amplicon3	0	2352013	0	noncyclic	a	a noncyclic	IC4ER-
CURTIS_H000540_T01_01_WG01	amplicon4	0	7502418	0	noncyclic	a	a noncyclic	IC10
CURTIS_H000540_T01_01_WG01	amplicon25	0	5246221	0	noncyclic	a	a noncyclic	IC10
CURTIS_H000540_T01_01_WG01	amplicon22	0	1380397	0	ecdna	a	a ecdna	IC10
CURTIS_H000540_T01_01_WG01	amplicon2	0	1279261	0	noncyclic	a	a noncyclic	IC10
CURTIS_H000540_T01_01_WG01	amplicon21	0	2113178	0	ecdna	a	a ecdna	IC10
CURTIS_H000540_T01_01_WG01	amplicon34	1	718998	1.3908244529192	ecdna	a	a ecdna	IC10
CURTIS_H000540_T01_01_WG01	amplicon19	1	2887986	0.346262066367358	ecdna	a	a ecdna	IC10
CURTIS_H000540_T01_01_WG01	amplicon1	2	5545393	0.360659740436791	noncyclic	a	a noncyclic	IC10
CURTIS_H000547_T01_01_WG01	amplicon1	0	8712496	0	noncyclic	a	a noncyclic	HER2+
CURTIS_H000548_T01_01_WG01	amplicon1	0	5452490	0	noncyclic	a	a noncyclic	HER2+
CURTIS_H000551_T01_01_WG01	amplicon1	0	12216773	0	noncyclic	a	a noncyclic	IC10
CURTIS_H000553_T01_01_WG01	amplicon2	12	6712493	1.78771136148671	noncyclic	a	a noncyclic	ER+ High
CURTIS_H000553_T01_01_WG01	amplicon3	5	39905968	0.125294542410298	ecdna	a	a ecdna	ER+ High
CURTIS_H000553_T01_01_WG01	amplicon1	2	6261241	0.319425494083361	ecdna	a	a ecdna	ER+ High
CURTIS_H000558_T01_01_WG01	amplicon2	0	1769804	0	ecdna	a	a ecdna	HER2+
CURTIS_H000558_T01_01_WG01	amplicon3	2	13791268	0.145019297717947	ecdna	a	a ecdna	HER2+
CURTIS_H000559_T01_01_WG01	amplicon2	0	2683193	0	noncyclic	a	a noncyclic	HER2+
CURTIS_H000559_T01_01_WG01	amplicon3	0	7949807	0	noncyclic	a	a noncyclic	HER2+
CURTIS_H000559_T01_01_WG01	amplicon1	0	5412870	0	noncyclic	a	a noncyclic	HER2+
CURTIS_H000561_T01_01_WG01	amplicon1	2	11191386	0.178708874843563	noncyclic	a	a noncyclic	IC10
CURTIS_H000562_T01_01_WG01	amplicon1	0	957965	0	noncyclic	a	a noncyclic	IC10
CURTIS_H000562_T01_01_WG01	amplicon2	0	2201156	0	ecdna	a	a ecdna	IC10
CURTIS_H000565_T01_01_WG01	amplicon3	0	17249660	0	noncyclic	a	a noncyclic	ER+ High
CURTIS_H000565_T01_01_WG01	amplicon1	0	126283	0	noncyclic	a	a noncyclic	ER+ High
CURTIS_H000569_T01_01_WG01	amplicon1	0	18617532	0	ecdna	a	a ecdna	IC10
CURTIS_H000570_T01_01_WG01	amplicon2	0	8606348	0	noncyclic	a	a noncyclic	IC10
CURTIS_H000570_T01_01_WG01	amplicon5	2	17458381	0.11455815977438	noncyclic	a	a noncyclic	IC10
CURTIS_H000577_T01_01_WG01	amplicon1	0	308899	0	noncyclic	a	a noncyclic	IC10
CURTIS_H000581_T01_01_WG01	amplicon1	0	7143180	0	ecdna	a	a ecdna	ER+ High
CURTIS_H000581_T01_01_WG01	amplicon3	1	1850352	0.540437711311145	ecdna	a	a ecdna	ER+ High
CURTIS_H000582_T01_01_WG01	amplicon1	0	6400935	0	ecdna	a	a ecdna	IC10
CURTIS_H000582_T01_01_WG01	amplicon3	9	1992499	4.51694078641947	noncyclic	a	a noncyclic	IC10
CURTIS_H000582_T01_01_WG01	amplicon2	12	15413057	0.778560670994729	ecdna	a	a ecdna	IC10
CURTIS_H000583_T01_01_WG01	amplicon2	0	1051424	0	noncyclic	a	a noncyclic	IC10
CURTIS_H000583_T01_01_WG01	amplicon1	0	22708261	0	ecdna	a	a ecdna	IC10
CURTIS_H000587_T01_01_WG01	amplicon2	0	7764407	0	ecdna	a	a ecdna	HER2+
CURTIS_H000587_T01_01_WG01	amplicon1	0	21620105	0	ecdna	a	a ecdna	HER2+
CURTIS_H000589_T01_01_WG01	amplicon4	2	8290587	0.24123744193264	noncyclic	a	a noncyclic	IC10
CURTIS_H000589_T01_01_WG01	amplicon1	3	34320260	0.0874119252010329	noncyclic	a	a noncyclic	IC10
CURTIS_H000592_T01_01_WG01	amplicon1	0	6917423	0	noncyclic	a	a noncyclic	ER+ Typical
CURTIS_H000593_T01_01_WG01	amplicon4	0	9275352	0	noncyclic	a	a noncyclic	ER+ High
CURTIS_H000593_T01_01_WG01	amplicon2	1	32110676	0.0311422904955349	ecdna	a	a ecdna	ER+ High
CURTIS_H000782_T01_01_WG01	amplicon1	1	16558706	0.060391192403561	noncyclic	a	a noncyclic	IC10
CURTIS_H000782_T01_01_WG01	amplicon3	0	2084583	0	noncyclic	a	a noncyclic	IC10
CURTIS_H000793_T01_01_WG01	amplicon1	0	596881	0	noncyclic	a	a noncyclic	ER+ Typical
CURTIS_H001390_T01_01_WG01	amplicon1	0	8280974	0	ecdna	a	a ecdna	IC10
CURTIS_H001391_T01_01_WG01	amplicon1	0	3140109	0	ecdna	a	a ecdna	ER+ Typical
CURTIS_H001391_T01_01_WG01	amplicon2	0	14832169	0	noncyclic	a	a noncyclic	ER+ Typical
CURTIS_H001392_T01_01_WG01	amplicon2	8	16684218	0.479495053349219	ecdna	a	a ecdna	ER+ Typical
CURTIS_H001392_T01_01_WG01	amplicon1	2	6418467	0.311600885382756	noncyclic	a	a noncyclic	ER+ Typical
CURTIS_H001394_T01_01_WG01	amplicon1	0	4661763	0	noncyclic	a	a noncyclic	ER+ High
CURTIS_H001394_T01_01_WG01	amplicon2	2	6443453	0.310392579879142	ecdna	a	a ecdna	ER+ High
CURTIS_H001395_T01_01_WG01	amplicon1	5	6344080	0.788136341281951	ecdna	a	a ecdna	ER+ High
CURTIS_H001395_T01_01_WG01	amplicon2	0	3887697	0	ecdna	a	a ecdna	ER+ High
CURTIS_H001398_T01_01_WG01	amplicon1	2	16238740	0.123162265052584	ecdna	a	a ecdna	ER+ High
CURTIS_H001399_T01_01_WG01	amplicon1	0	3272230	0	ecdna	a	a ecdna	HER2+
CURTIS_H001400_T01_01_WG01	amplicon1	1	2656000	0.376506024096386	noncyclic	a	a noncyclic	ER+ High
CURTIS_H001400_T01_01_WG01	amplicon3	4	20828704	0.192042673418375	ecdna	a	a ecdna	ER+ High
CURTIS_H001400_T01_01_WG01	amplicon2	0	7062964	0	noncyclic	a	a noncyclic	ER+ High
CURTIS_H001400_T01_01_WG01	amplicon5	1	6169379	0.162090868465043	ecdna	a	a ecdna	ER+ High
CURTIS_H001401_T01_01_WG01	amplicon1	0	10639127	0	ecdna	a	a ecdna	HER2+
CURTIS_H001401_T01_01_WG01	amplicon2	0	2560686	0	noncyclic	a	a noncyclic	HER2+
CURTIS_H001401_T01_01_WG01	amplicon3	3	14611045	0.205324122949454	ecdna	a	a ecdna	HER2+
CURTIS_H001403_T01_01_WG01	amplicon1	0	3798801	0	noncyclic	a	a noncyclic	ER+ High
CURTIS_H001404_T01_01_WG01	amplicon1	4	7103085	0.563135595308236	ecdna	a	a ecdna	HER2+
CURTIS_H001404_T01_01_WG01	amplicon3	0	12715374	0	noncyclic	a	a noncyclic	HER2+
CURTIS_H001410_T01_01_WG01	amplicon1	0	2797374	0	noncyclic	a	a noncyclic	ER+ Typical
CURTIS_H001415_T01_01_WG01	amplicon2	0	1668575	0	noncyclic	a	a noncyclic	ER+ Typical
CURTIS_H001415_T01_01_WG01	amplicon1	1	29071499	0.034397951065406	ecdna	a	a ecdna	ER+ Typical
CURTIS_H001416_T01_01_WG01	amplicon2	2	7222670	0.276905908756734	noncyclic	a	a noncyclic	ER+ High
CURTIS_H001416_T01_01_WG01	amplicon1	0	6419677	0	noncyclic	a	a noncyclic	ER+ High
CURTIS_H001417_T01_01_WG01	amplicon1	10	51417272	0.194487175437857	ecdna	a	a ecdna	ER+ High
CURTIS_H001419_T01_01_WG01	amplicon1	16	21468475	0.745278833265987	ecdna	a	a ecdna	ER+ High
CURTIS_H001422_T01_01_WG01	amplicon1	2	12580845	0.158971833767923	ecdna	a	a ecdna	ER+ High
CURTIS_H001432_T01_01_WG01	amplicon1	12	6846913	1.75261464546139	noncyclic	a	a noncyclic	ER+ High
CURTIS_H001433_T01_01_WG01	amplicon1	2	10862448	0.184120559196233	ecdna	a	a ecdna	ER+ Typical
CURTIS_H001435_T01_01_WG01	amplicon1	0	1910397	0	noncyclic	a	a noncyclic	ER+ Typical
CURTIS_H001436_T01_01_WG01	amplicon1	0	2307983	0	noncyclic	a	a noncyclic	ER+ High
CURTIS_H001438_T01_01_WG01	amplicon1	2	14015771	0.142696395367761	ecdna	a	a ecdna	ER+ High
CURTIS_H001440_T01_01_WG01	amplicon1	5	19943322	0.250710488453228	ecdna	a	a ecdna	HER2+
CURTIS_H001441_T01_01_WG01	amplicon1	0	18850825	0	ecdna	a	a ecdna	HER2+
CURTIS_H001442_T01_01_WG01	amplicon1	0	28732327	0	ecdna	a	a ecdna	HER2+
CURTIS_H001446_T01_01_WG01	amplicon1	2	4196217	0.476619774430159	ecdna	a	a ecdna	ER+ Typical
CURTIS_H001452_T01_01_WG01	amplicon1	14	10501093	1.33319455412879	ecdna	a	a ecdna	ER+ High
CURTIS_H001453_T01_01_WG01	amplicon1	0	2815879	0	noncyclic	a	a noncyclic	ER+ Typical
CURTIS_H001453_T01_01_WG01	amplicon2	0	3363125	0	noncyclic	a	a noncyclic	ER+ Typical
CURTIS_H001455_T01_01_WG01	amplicon1	2	6470222	0.309108404626611	ecdna	a	a ecdna	ER+ Typical
CURTIS_H001459_T01_01_WG01	amplicon1	4	51285157	0.0779952764890629	ecdna	a	a ecdna	ER+ High
CURTIS_H001461_T01_01_WG01	amplicon1	1	5879984	0.170068489982286	ecdna	a	a ecdna	ER+ High
CURTIS_H001462_T01_01_WG01	amplicon1	4	7938662	0.503863245468821	ecdna	a	a ecdna	HER2+
CURTIS_H001463_T01_01_WG01	amplicon1	4	5609424	0.713085692933891	noncyclic	a	a noncyclic	HER2+
CURTIS_H001464_T01_01_WG01	amplicon1	2	3286645	0.60852328134009	noncyclic	a	a noncyclic	ER+ Typical
CURTIS_H001465_T01_01_WG01	amplicon4	0	3137635	0	noncyclic	a	a noncyclic	HER2+
CURTIS_H001465_T01_01_WG01	amplicon3	0	6034459	0	noncyclic	a	a noncyclic	HER2+
CURTIS_H001466_T01_01_WG01	amplicon1	7	22668017	0.308805132800103	ecdna	a	a ecdna	ER+ High
CURTIS_H001466_T01_01_WG01	amplicon3	2	6421813	0.311438529898021	noncyclic	a	a noncyclic	ER+ High
CURTIS_H001466_T01_01_WG01	amplicon2	0	2797925	0	ecdna	a	a ecdna	ER+ High
CURTIS_H001467_T01_01_WG01	amplicon1	12	13237472	0.906517498205095	ecdna	a	a ecdna	ER+ High
CURTIS_H001467_T01_01_WG01	amplicon2	2	3833502	0.521716174923086	ecdna	a	a ecdna	ER+ High
CURTIS_H001468_T01_01_WG01	amplicon1	12	20105131	0.596862562099198	ecdna	a	a ecdna	ER+ Typical
CURTIS_H001471_T01_01_WG01	amplicon1	0	2416395	0	noncyclic	a	a noncyclic	ER+ Typical
CURTIS_H001473_T01_01_WG01	amplicon1	0	47161166	0	noncyclic	a	a noncyclic	ER+ Typical
CURTIS_H001478_T01_01_WG01	amplicon1	1	34926082	0.0286318975028462	ecdna	a	a ecdna	ER+ High
CURTIS_H001479_T01_01_WG01	amplicon2	4	89473589	0.0447059299253101	ecdna	a	a ecdna	ER+ Typical
CURTIS_H001479_T01_01_WG01	amplicon1	0	1711683	0	noncyclic	a	a noncyclic	ER+ Typical
CURTIS_H001479_T01_01_WG01	amplicon3	1	6262421	0.15968265308257	ecdna	a	a ecdna	ER+ Typical
CURTIS_H001482_T01_01_WG01	amplicon1	0	4085093	0	ecdna	a	a ecdna	ER+ High
CURTIS_H001483_T01_01_WG01	amplicon1	0	1110048	0	noncyclic	a	a noncyclic	HER2+
CURTIS_H001483_T01_01_WG01	amplicon2	0	3508768	0	ecdna	a	a ecdna	HER2+
CURTIS_H001483_T01_01_WG01	amplicon3	0	340075	0	noncyclic	a	a noncyclic	HER2+
CURTIS_H001484_T01_01_WG01	amplicon1	0	10231203	0	ecdna	a	a ecdna	HER2+
CURTIS_H001485_T01_01_WG01	amplicon2	0	5019985	0	ecdna	a	a ecdna	IC4ER-
CURTIS_H001485_T01_01_WG01	amplicon1	0	2890356	0	noncyclic	a	a noncyclic	IC4ER-
CURTIS_H001486_T01_01_WG01	amplicon2	0	7858226	0	noncyclic	a	a noncyclic	ER+ High
CURTIS_H001486_T01_01_WG01	amplicon4	12	11492133	1.04419257939322	noncyclic	a	a noncyclic	ER+ High
CURTIS_H001486_T01_01_WG01	amplicon3	0	10943911	0	ecdna	a	a ecdna	ER+ High
CURTIS_H001486_T01_01_WG01	amplicon1	0	6299925	0	noncyclic	a	a noncyclic	ER+ High
CURTIS_H001488_T01_01_WG01	amplicon1	2	11443886	0.174765809446197	ecdna	a	a ecdna	HER2+
CURTIS_H001489_T01_01_WG01	amplicon1	0	18114778	0	ecdna	a	a ecdna	HER2+
CURTIS_H001492_T01_01_WG01	amplicon1	0	3590728	0	noncyclic	a	a noncyclic	ER+ Typical
CURTIS_H001510_T01_01_WG01	amplicon2	2	52278623	0.0382565546915802	ecdna	a	a ecdna	ER+ High
CURTIS_H001510_T01_01_WG01	amplicon3	0	526728	0	noncyclic	a	a noncyclic	ER+ High
CURTIS_H001511_T01_01_WG01	amplicon1	1	27991139	0.0357255915881094	ecdna	a	a ecdna	ER+ High
CURTIS_H001516_T01_01_WG01	amplicon1	0	4388306	0	noncyclic	a	a noncyclic	ER+ Typical
CURTIS_H001516_T01_01_WG01	amplicon2	0	2052472	0	noncyclic	a	a noncyclic	ER+ Typical
CURTIS_H001518_T01_01_WG01	amplicon1	12	28243501	0.424876505217961	ecdna	a	a ecdna	ER+ High
CURTIS_H001519_T01_01_WG01	amplicon2	0	7457933	0	ecdna	a	a ecdna	ER+ High
CURTIS_H001520_T01_01_WG01	amplicon1	0	4938864	0	noncyclic	a	a noncyclic	ER+ High
CURTIS_H001524_T01_01_WG01	amplicon1	12	11643974	1.03057598720162	noncyclic	a	a noncyclic	ER+ Typical
CURTIS_H001525_T01_01_WG01	amplicon3	0	491571	0	noncyclic	a	a noncyclic	ER+ Typical
CURTIS_H001526_T01_01_WG01	amplicon1	0	5642249	0	ecdna	a	a ecdna	ER+ High
CURTIS_H001528_T01_01_WG01	amplicon1	1	17517752	0.0570849501694053	ecdna	a	a ecdna	ER+ Typical
CURTIS_H001530_T01_01_WG01	amplicon1	12	10927450	1.09815190186182	ecdna	a	a ecdna	ER+ High
CURTIS_H001531_T01_01_WG01	amplicon1	0	5591922	0	noncyclic	a	a noncyclic	ER+ Typical
CURTIS_H001532_T01_01_WG01	amplicon1	20	35352018	0.565738566890297	ecdna	a	a ecdna	ER+ High
CURTIS_H001533_T01_01_WG01	amplicon1	0	8555874	0	noncyclic	a	a noncyclic	ER+ Typical
CURTIS_H001534_T01_01_WG01	amplicon1	14	16943610	0.82627019861765	ecdna	a	a ecdna	ER+ High
CURTIS_H001535_T01_01_WG01	amplicon2	0	2019802	0	noncyclic	a	a noncyclic	ER+ Typical
CURTIS_H001535_T01_01_WG01	amplicon1	0	3859334	0	noncyclic	a	a noncyclic	ER+ Typical
CURTIS_H001539_T01_01_WG01	amplicon1	3	10160461	0.295262193319772	ecdna	a	a ecdna	ER+ Typical
CURTIS_H001541_T01_01_WG01	amplicon1	12	6677480	1.79708512792251	ecdna	a	a ecdna	ER+ High
CURTIS_H001545_T01_01_WG01	amplicon3	4	19684175	0.203208922903805	ecdna	a	a ecdna	HER2+
CURTIS_H001545_T01_01_WG01	amplicon4	0	8489398	0	ecdna	a	a ecdna	HER2+
CURTIS_H001545_T01_01_WG01	amplicon2	3	19922584	0.150582876197184	ecdna	a	a ecdna	HER2+
CURTIS_H001545_T01_01_WG01	amplicon1	0	2818178	0	noncyclic	a	a noncyclic	HER2+
CURTIS_H001546_T01_01_WG01	amplicon1	0	3636043	0	noncyclic	a	a noncyclic	ER+ High
CURTIS_H001547_T01_01_WG01	amplicon1	0	5475658	0	ecdna	a	a ecdna	HER2+
CURTIS_H001554_T01_01_WG01	amplicon1	0	14395947	0	ecdna	a	a ecdna	ER+ High
CURTIS_H001556_T01_01_WG01	amplicon1	2	6733451	0.297024512393422	ecdna	a	a ecdna	HER2+
CURTIS_H001559_T01_01_WG01	amplicon1	0	4668818	0	noncyclic	a	a noncyclic	ER+ High
CURTIS_H001562_T01_01_WG01	amplicon1	0	18250404	0	noncyclic	a	a noncyclic	ER+ Typical
CURTIS_H001566_T01_01_WG01	amplicon1	2	7562603	0.264459208026654	noncyclic	a	a noncyclic	ER+ High
CURTIS_H001567_T01_01_WG01	amplicon1	1	66279056	0.0150877224322567	ecdna	a	a ecdna	ER+ Typical
CURTIS_H001568_T01_01_WG01	amplicon1	2	15332085	0.130445402565926	noncyclic	a	a noncyclic	ER+ High
CURTIS_H001570_T01_01_WG01	amplicon1	12	11307697	1.06122404942403	ecdna	a	a ecdna	ER+ Typical
CURTIS_H001579_T01_01_WG01	amplicon1	5	9361198	0.534119671435216	ecdna	a	a ecdna	ER+ Typical
CURTIS_H001581_T01_01_WG01	amplicon2	0	28703065	0	ecdna	a	a ecdna	HER2+
CURTIS_H001581_T01_01_WG01	amplicon3	0	5764283	0	noncyclic	a	a noncyclic	HER2+
CURTIS_H001581_T01_01_WG01	amplicon1	1	11048719	0.0905082299586042	noncyclic	a	a noncyclic	HER2+
CURTIS_H001585_T01_01_WG01	amplicon1	3	19077950	0.157249599668728	ecdna	a	a ecdna	ER+ Typical
CURTIS_H001589_T01_01_WG01	amplicon1	2	6832949	0.292699389385169	ecdna	a	a ecdna	ER+ High
CURTIS_H001591_T01_01_WG01	amplicon1	0	15425050	0	ecdna	a	a ecdna	ER+ High
CURTIS_H001591_T01_01_WG01	amplicon3	0	16518258	0	noncyclic	a	a noncyclic	ER+ High
