group	type	distance	logdistance	index
ER+ High	median_ecdna_rloops	1334337	6.1252658542743	ER+ Highmedian_ecdna_rloops
ER+ Typical	median_ecdna_rloops	3627730	6.55963507619763	ER+ Typicalmedian_ecdna_rloops
ER+ High	median_ecdna_rloops	4312964	6.63477593383143	ER+ Highmedian_ecdna_rloops
ER+ Typical	median_ecdna_rloops	26669389	7.42601308233166	ER+ Typicalmedian_ecdna_rloops
ER+ Typical	median_ecdna_rloops	3326559	6.52199536107048	ER+ Typicalmedian_ecdna_rloops
ER+ High	median_ecdna_rloops	10575220.5	7.02428947252181	ER+ Highmedian_ecdna_rloops
HER2+	median_ecdna_rloops	4908946	6.69098834321582	HER2+median_ecdna_rloops
HER2+	median_ecdna_rloops	NA	NA	HER2+median_ecdna_rloops
ER+ High	median_ecdna_rloops	16298709	7.21215323249894	ER+ Highmedian_ecdna_rloops
HER2+	median_ecdna_rloops	2361641	6.37321406380743	HER2+median_ecdna_rloops
HER2+	median_ecdna_rloops	5003447.5	6.69926943399374	HER2+median_ecdna_rloops
ER+ High	median_ecdna_rloops	13393531	7.12689511964358	ER+ Highmedian_ecdna_rloops
ER+ High	median_ecdna_rloops	16134779	7.20776304811381	ER+ Highmedian_ecdna_rloops
ER+ High	median_ecdna_rloops	NA	NA	ER+ Highmedian_ecdna_rloops
ER+ High	median_ecdna_rloops	NA	NA	ER+ Highmedian_ecdna_rloops
ER+ High	median_ecdna_rloops	NA	NA	ER+ Highmedian_ecdna_rloops
ER+ High	median_ecdna_rloops	4414503	6.64488191467146	ER+ Highmedian_ecdna_rloops
ER+ High	median_ecdna_rloops	4668308	6.66915959470699	ER+ Highmedian_ecdna_rloops
ER+ Typical	median_ecdna_rloops	2736505	6.43719640470364	ER+ Typicalmedian_ecdna_rloops
ER+ High	median_ecdna_rloops	7280246	6.86214611405442	ER+ Highmedian_ecdna_rloops
ER+ High	median_ecdna_rloops	2501575	6.39821370165446	ER+ Highmedian_ecdna_rloops
ER+ High	median_ecdna_rloops	2065137	6.31494907809218	ER+ Highmedian_ecdna_rloops
ER+ Typical	median_ecdna_rloops	3385538	6.52962782105391	ER+ Typicalmedian_ecdna_rloops
ER+ High	median_ecdna_rloops	1564688.5	6.19442816819842	ER+ Highmedian_ecdna_rloops
HER2+	median_ecdna_rloops	1097793	6.04052085281286	HER2+median_ecdna_rloops
HER2+	median_ecdna_rloops	13330487.5	7.12484606456518	HER2+median_ecdna_rloops
HER2+	median_ecdna_rloops	25053882	7.39887504496514	HER2+median_ecdna_rloops
HER2+	median_ecdna_rloops	7004750	6.84539270189902	HER2+median_ecdna_rloops
ER+ High	median_ecdna_rloops	NA	NA	ER+ Highmedian_ecdna_rloops
HER2+	median_ecdna_rloops	6864560	6.83661276861228	HER2+median_ecdna_rloops
ER+ Typical	median_ecdna_rloops	15055616.5	7.17769857262479	ER+ Typicalmedian_ecdna_rloops
ER+ Typical	median_ecdna_rloops	667254	5.8242918368084	ER+ Typicalmedian_ecdna_rloops
ER+ Typical	median_ecdna_rloops	NA	NA	ER+ Typicalmedian_ecdna_rloops
HER2+	median_ecdna_rloops	21349241.5	7.32938247027878	HER2+median_ecdna_rloops
ER+ Typical	median_ecdna_rloops	5547920	6.74413026827934	ER+ Typicalmedian_ecdna_rloops
ER+ High	median_ecdna_rloops	848360	5.92858069535359	ER+ Highmedian_ecdna_rloops
ER+ High	median_ecdna_rloops	16494847	7.21734831787679	ER+ Highmedian_ecdna_rloops
HER2+	median_ecdna_rloops	NA	NA	HER2+median_ecdna_rloops
HER2+	median_ecdna_rloops	NA	NA	HER2+median_ecdna_rloops
HER2+	median_ecdna_rloops	NA	NA	HER2+median_ecdna_rloops
HER2+	median_ecdna_rloops	NA	NA	HER2+median_ecdna_rloops
HER2+	median_ecdna_rloops	NA	NA	HER2+median_ecdna_rloops
HER2+	median_ecdna_rloops	NA	NA	HER2+median_ecdna_rloops
HER2+	median_ecdna_rloops	NA	NA	HER2+median_ecdna_rloops
HER2+	median_ecdna_rloops	NA	NA	HER2+median_ecdna_rloops
ER+ Typical	median_ecdna_rloops	2275885.5	6.35715059970335	ER+ Typicalmedian_ecdna_rloops
ER+ High	median_ecdna_rloops	12182185.5	7.08572524393415	ER+ Highmedian_ecdna_rloops
HER2+	median_ecdna_rloops	NA	NA	HER2+median_ecdna_rloops
ER+ High	median_ecdna_rloops	8100786	6.90852721309521	ER+ Highmedian_ecdna_rloops
ER+ High	median_ecdna_rloops	9717752.5	6.9875658785768	ER+ Highmedian_ecdna_rloops
IC10	median_ecdna_rloops	NA	NA	IC10median_ecdna_rloops
HER2+	median_ecdna_rloops	5469483	6.73794635621952	HER2+median_ecdna_rloops
HER2+	median_ecdna_rloops	11069419	7.04412486591951	HER2+median_ecdna_rloops
IC10	median_ecdna_rloops	528760.5	5.72325982592869	IC10median_ecdna_rloops
IC10	median_ecdna_rloops	NA	NA	IC10median_ecdna_rloops
IC10	median_ecdna_rloops	4364234	6.63990812790517	IC10median_ecdna_rloops
IC10	median_ecdna_rloops	12731683	7.10488585090723	IC10median_ecdna_rloops
HER2+	median_ecdna_rloops	4013706	6.60354566587752	HER2+median_ecdna_rloops
ER+ Typical	median_ecdna_rloops	1821252	6.26037028015615	ER+ Typicalmedian_ecdna_rloops
ER+ Typical	median_ecdna_rloops	6802250	6.83265265316327	ER+ Typicalmedian_ecdna_rloops
ER+ Typical	median_ecdna_rloops	4232887	6.62663677742145	ER+ Typicalmedian_ecdna_rloops
HER2+	median_ecdna_rloops	15132975	7.17992434330966	HER2+median_ecdna_rloops
HER2+	median_ecdna_rloops	8384968.5	6.92350148721571	HER2+median_ecdna_rloops
IC10	median_ecdna_rloops	94116611.5	7.97366628740504	IC10median_ecdna_rloops
IC10	median_ecdna_rloops	1703936	6.23145353347167	IC10median_ecdna_rloops
ER+ High	median_ecdna_rloops	6422385	6.80769640410065	ER+ Highmedian_ecdna_rloops
HER2+	median_ecdna_rloops	9098577.5	6.95897354640584	HER2+median_ecdna_rloops
ER+ Typical	median_ecdna_rloops	8542932	6.93160700031773	ER+ Typicalmedian_ecdna_rloops
ER+ High	median_ecdna_rloops	214285	5.33099379810035	ER+ Highmedian_ecdna_rloops
ER+ High	median_ecdna_rloops	4118067	6.61469351367127	ER+ Highmedian_ecdna_rloops
ER+ High	median_ecdna_rloops	5399682	6.73236826438004	ER+ Highmedian_ecdna_rloops
ER+ High	median_ecdna_rloops	2907211	6.46347670259021	ER+ Highmedian_ecdna_rloops
ER+ High	median_ecdna_rloops	NA	NA	ER+ Highmedian_ecdna_rloops
ER+ High	median_ecdna_rloops	NA	NA	ER+ Highmedian_ecdna_rloops
IC10	median_ecdna_rloops	7898452	6.89754203820763	IC10median_ecdna_rloops
HER2+	median_ecdna_rloops	8710133	6.94002483640984	HER2+median_ecdna_rloops
HER2+	median_ecdna_rloops	5447642	6.73620863924795	HER2+median_ecdna_rloops
HER2+	median_ecdna_rloops	5604760.5	6.74855713674585	HER2+median_ecdna_rloops
HER2+	median_ecdna_rloops	6486030	6.81197902005338	HER2+median_ecdna_rloops
ER+ High	median_ecdna_rloops	984758	5.99332995864338	ER+ Highmedian_ecdna_rloops
HER2+	median_ecdna_rloops	10262018	7.01123281441092	HER2+median_ecdna_rloops
HER2+	median_ecdna_rloops	11237030	7.05065157896931	HER2+median_ecdna_rloops
HER2+	median_ecdna_rloops	NA	NA	HER2+median_ecdna_rloops
ER+ High	median_ecdna_rloops	12315531	7.09045317700939	ER+ Highmedian_ecdna_rloops
HER2+	median_ecdna_rloops	3036224.5	6.48233402340553	HER2+median_ecdna_rloops
IC10	median_ecdna_rloops	3411594	6.53295746924082	IC10median_ecdna_rloops
ER+ High	median_ecdna_rloops	6552064	6.81637819720799	ER+ Highmedian_ecdna_rloops
ER+ High	median_ecdna_rloops	NA	NA	ER+ Highmedian_ecdna_rloops
ER+ High	median_ecdna_rloops	4076140	6.61024919850976	ER+ Highmedian_ecdna_rloops
ER+ High	median_ecdna_rloops	6454522.5	6.80986418634542	ER+ Highmedian_ecdna_rloops
ER+ High	median_ecdna_rloops	93754	4.97199443815448	ER+ Highmedian_ecdna_rloops
ER+ High	median_ecdna_rloops	4938168	6.69356594880197	ER+ Highmedian_ecdna_rloops
ER+ High	median_ecdna_rloops	2583478	6.41220493570123	ER+ Highmedian_ecdna_rloops
ER+ Typical	median_ecdna_rloops	19875336	7.29831450115239	ER+ Typicalmedian_ecdna_rloops
ER+ Typical	median_ecdna_rloops	26619758	7.4252041193038	ER+ Typicalmedian_ecdna_rloops
ER+ Typical	median_ecdna_rloops	1943329	6.28854655510821	ER+ Typicalmedian_ecdna_rloops
ER+ Typical	median_ecdna_rloops	463333	5.66589417041813	ER+ Typicalmedian_ecdna_rloops
ER+ High	median_ecdna_rloops	600077	5.77820770499682	ER+ Highmedian_ecdna_rloops
ER+ Typical	median_ecdna_rloops	11784686	7.0713180521995	ER+ Typicalmedian_ecdna_rloops
IC10	median_ecdna_rloops	8387733	6.92364464924157	IC10median_ecdna_rloops
IC10	median_ecdna_rloops	14905620.5	7.17335008894921	IC10median_ecdna_rloops
IC10	median_ecdna_rloops	40643397	7.608990010077	IC10median_ecdna_rloops
ER+ High	median_ecdna_rloops	7552003	6.87806221131881	ER+ Highmedian_ecdna_rloops
IC10	median_ecdna_rloops	5287804	6.72327543116263	IC10median_ecdna_rloops
ER+ High	median_ecdna_rloops	19902842.5	7.298915128075	ER+ Highmedian_ecdna_rloops
ER+ High	median_ecdna_rloops	NA	NA	ER+ Highmedian_ecdna_rloops
ER+ High	median_ecdna_rloops	3611292	6.55766272606763	ER+ Highmedian_ecdna_rloops
HER2+	median_ecdna_rloops	NA	NA	HER2+median_ecdna_rloops
IC10	median_ecdna_rloops	17207077.5	7.23570713999441	IC10median_ecdna_rloops
HER2+	median_ecdna_rloops	11281330.5	7.05236036108137	HER2+median_ecdna_rloops
ER+ High	median_ecdna_rloops	1571399	6.19628674880888	ER+ Highmedian_ecdna_rloops
HER2+	median_ecdna_rloops	6795942.5	6.83224975958191	HER2+median_ecdna_rloops
IC10	median_ecdna_rloops	18668138	7.27110102591294	IC10median_ecdna_rloops
ER+ High	median_ecdna_rloops	NA	NA	ER+ Highmedian_ecdna_rloops
ER+ High	median_ecdna_rloops	4131291	6.616085892025	ER+ Highmedian_ecdna_rloops
ER+ High	median_ecdna_rloops	13597570	7.13346133517081	ER+ Highmedian_ecdna_rloops
ER+ Typical	median_ecdna_rloops	14733619	7.16830946462085	ER+ Typicalmedian_ecdna_rloops
ER+ High	median_ecdna_rloops	3346339	6.52457006472626	ER+ Highmedian_ecdna_rloops
HER2+	median_ecdna_rloops	1932422	6.28610219788592	HER2+median_ecdna_rloops
ER+ Typical	median_ecdna_rloops	14946954	7.17455272701557	ER+ Typicalmedian_ecdna_rloops
HER2+	median_ecdna_rloops	6685671.5	6.82514509871087	HER2+median_ecdna_rloops
ER+ High	median_ecdna_rloops	3586192.5	6.55463371905635	ER+ Highmedian_ecdna_rloops
ER+ High	median_ecdna_rloops	1188597	6.07503499515516	ER+ Highmedian_ecdna_rloops
HER2+	median_ecdna_rloops	23937775	7.37908379871055	HER2+median_ecdna_rloops
HER2+	median_ecdna_rloops	16532264.5	7.21833237122007	HER2+median_ecdna_rloops
HER2+	median_ecdna_rloops	6367135	6.80394412635493	HER2+median_ecdna_rloops
HER2+	median_ecdna_rloops	4752854	6.67695456504998	HER2+median_ecdna_rloops
ER+ Typical	median_ecdna_rloops	7268889.5	6.86146812660872	ER+ Typicalmedian_ecdna_rloops
ER+ Typical	median_ecdna_rloops	5485599.5	6.73922417604227	ER+ Typicalmedian_ecdna_rloops
ER+ Typical	median_ecdna_rloops	4090612	6.61178839421003	ER+ Typicalmedian_ecdna_rloops
ER+ High	median_ecdna_rloops	11324062	7.05400227684251	ER+ Highmedian_ecdna_rloops
IC10	median_ecdna_rloops	3848682	6.58531214153878	IC10median_ecdna_rloops
ER+ High	median_ecdna_rloops	2929075.5	6.4667307144928	ER+ Highmedian_ecdna_rloops
ER+ High	median_ecdna_rloops	3573289	6.55306826397431	ER+ Highmedian_ecdna_rloops
IC10	median_ecdna_rloops	3025313	6.480770457134	IC10median_ecdna_rloops
ER+ High	median_tra_rloops	NA	NA	ER+ Highmedian_tra_rloops
ER+ High	median_tra_rloops	9628765	6.98357063253157	ER+ Highmedian_tra_rloops
ER+ Typical	median_tra_rloops	12519594	7.09759027998383	ER+ Typicalmedian_tra_rloops
HER2+	median_tra_rloops	NA	NA	HER2+median_tra_rloops
HER2+	median_tra_rloops	NA	NA	HER2+median_tra_rloops
HER2+	median_tra_rloops	NA	NA	HER2+median_tra_rloops
HER2+	median_tra_rloops	NA	NA	HER2+median_tra_rloops
HER2+	median_tra_rloops	NA	NA	HER2+median_tra_rloops
HER2+	median_tra_rloops	8564686	6.93271149612153	HER2+median_tra_rloops
HER2+	median_tra_rloops	9136825	6.96079535436789	HER2+median_tra_rloops
ER+ High	median_tra_rloops	14237842	7.15344419968333	ER+ Highmedian_tra_rloops
ER+ High	median_tra_rloops	9750766.5	6.98903880112381	ER+ Highmedian_tra_rloops
ER+ High	median_tra_rloops	4912754.5	6.69132515052947	ER+ Highmedian_tra_rloops
ER+ Typical	median_tra_rloops	9710501.5	6.98724170440136	ER+ Typicalmedian_tra_rloops
IC10	median_tra_rloops	10776223	7.0324666102718	IC10median_tra_rloops
IC10	median_tra_rloops	NA	NA	IC10median_tra_rloops
IC10	median_tra_rloops	NA	NA	IC10median_tra_rloops
HER2+	median_tra_rloops	4006653.5	6.60278189416398	HER2+median_tra_rloops
ER+ High	median_tra_rloops	10735020	7.03080289834611	ER+ Highmedian_tra_rloops
ER+ High	median_tra_rloops	2513981.5	6.40036225020758	ER+ Highmedian_tra_rloops
ER+ Typical	median_tra_rloops	12176091	7.08550792087701	ER+ Typicalmedian_tra_rloops
ER+ High	median_tra_rloops	5052628	6.70351741041554	ER+ Highmedian_tra_rloops
ER+ High	median_tra_rloops	7336727.5	6.86550244804663	ER+ Highmedian_tra_rloops
ER+ High	median_tra_rloops	13977537.5	7.1454306971614	ER+ Highmedian_tra_rloops
ER+ Typical	median_tra_rloops	11504945	7.06088458459032	ER+ Typicalmedian_tra_rloops
ER+ Typical	median_tra_rloops	6523271.5	6.81446552090704	ER+ Typicalmedian_tra_rloops
ER+ Typical	median_tra_rloops	13795675	7.13974298614009	ER+ Typicalmedian_tra_rloops
ER+ Typical	median_tra_rloops	6297424.5	6.79916303839639	ER+ Typicalmedian_tra_rloops
ER+ Typical	median_tra_rloops	10979928	7.04059953182556	ER+ Typicalmedian_tra_rloops
ER+ High	median_tra_rloops	6776559	6.83100928794553	ER+ Highmedian_tra_rloops
ER+ High	median_tra_rloops	8709313	6.93998394860726	ER+ Highmedian_tra_rloops
ER+ High	median_tra_rloops	8221691.5	6.91496122967487	ER+ Highmedian_tra_rloops
ER+ High	median_tra_rloops	NA	NA	ER+ Highmedian_tra_rloops
ER+ High	median_tra_rloops	19299009	7.28553503115468	ER+ Highmedian_tra_rloops
IC10	median_tra_rloops	11264848	7.0517253745857	IC10median_tra_rloops
HER2+	median_tra_rloops	14019165	7.14672217822612	HER2+median_tra_rloops
ER+ High	median_tra_rloops	5741770	6.75904586746742	ER+ Highmedian_tra_rloops
ER+ High	median_tra_rloops	10788226	7.03295007606508	ER+ Highmedian_tra_rloops
ER+ High	median_tra_rloops	9208991	6.96421209569136	ER+ Highmedian_tra_rloops
IC10	median_tra_rloops	NA	NA	IC10median_tra_rloops
ER+ High	median_tra_rloops	4693874	6.67153151995941	ER+ Highmedian_tra_rloops
HER2+	median_tra_rloops	4613700.5	6.66404949285165	HER2+median_tra_rloops
HER2+	median_tra_rloops	16706773.5	7.22289261075112	HER2+median_tra_rloops
ER+ Typical	median_tra_rloops	17867367	7.25206058231744	ER+ Typicalmedian_tra_rloops
ER+ High	median_tra_rloops	7490062	6.87448547062834	ER+ Highmedian_tra_rloops
HER2+	median_tra_rloops	10293424	7.01255990451045	HER2+median_tra_rloops
ER+ Typical	median_tra_rloops	7759977.5	6.88986051799217	ER+ Typicalmedian_tra_rloops
IC10	median_tra_rloops	NA	NA	IC10median_tra_rloops
ER+ High	median_tra_rloops	12278373	7.08914085788142	ER+ Highmedian_tra_rloops
IC10	median_tra_rloops	7141822	6.85380908261456	IC10median_tra_rloops
IC10	median_tra_rloops	NA	NA	IC10median_tra_rloops
IC10	median_tra_rloops	NA	NA	IC10median_tra_rloops
IC10	median_tra_rloops	7141822	6.85380908261456	IC10median_tra_rloops
ER+ High	median_tra_rloops	9088657	6.95849976152544	ER+ Highmedian_tra_rloops
ER+ High	median_tra_rloops	10567104	7.02395602281035	ER+ Highmedian_tra_rloops
HER2+	median_tra_rloops	8788685.5	6.94392397309113	HER2+median_tra_rloops
HER2+	median_tra_rloops	11259491	7.05151879668108	HER2+median_tra_rloops
IC10	median_tra_rloops	9729588.5	6.98809451738597	IC10median_tra_rloops
IC10	median_tra_rloops	12883658	7.1100392215514	IC10median_tra_rloops
ER+ High	median_tra_rloops	12177843.5	7.08557042420831	ER+ Highmedian_tra_rloops
ER+ High	median_tra_rloops	NA	NA	ER+ Highmedian_tra_rloops
IC10	median_tra_rloops	5545089	6.74390859939161	IC10median_tra_rloops
IC10	median_tra_rloops	5363471.5	6.72944605821677	IC10median_tra_rloops
IC10	median_tra_rloops	17025685	7.23110461955766	IC10median_tra_rloops
HER2+	median_tra_rloops	8249946	6.91645115852793	HER2+median_tra_rloops
HER2+	median_tra_rloops	13243590	7.12200576003036	HER2+median_tra_rloops
ER+ High	median_tra_rloops	7934484	6.89951874345173	ER+ Highmedian_tra_rloops
IC10	median_tra_rloops	NA	NA	IC10median_tra_rloops
ER+ Typical	median_tra_rloops	16715170	7.22311082388261	ER+ Typicalmedian_tra_rloops
ER+ Typical	median_tra_rloops	15238007.5	7.18292821149333	ER+ Typicalmedian_tra_rloops
ER+ High	median_tra_rloops	5540354	6.74353759317637	ER+ Highmedian_tra_rloops
ER+ High	median_tra_rloops	11508612	7.0610229862933	ER+ Highmedian_tra_rloops
ER+ High	median_tra_rloops	9583233	6.98151209272594	ER+ Highmedian_tra_rloops
ER+ High	median_tra_rloops	6331177	6.80148452380911	ER+ Highmedian_tra_rloops
HER2+	median_tra_rloops	14335267	7.15640581655932	HER2+median_tra_rloops
ER+ High	median_tra_rloops	11808073	7.07217906616689	ER+ Highmedian_tra_rloops
ER+ High	median_tra_rloops	NA	NA	ER+ Highmedian_tra_rloops
HER2+	median_tra_rloops	15444636.5	7.18877771946187	HER2+median_tra_rloops
HER2+	median_tra_rloops	12757008.5	7.10574887894128	HER2+median_tra_rloops
HER2+	median_tra_rloops	13841201	7.14117380683315	HER2+median_tra_rloops
ER+ Typical	median_tra_rloops	6510550.5	6.81361777862381	ER+ Typicalmedian_tra_rloops
